Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Resultados;Fecha;Temporada
Atlético;Local;2;7;0;0;x;24/10/2021;2021/2022
R. Sociedad;Visitante;0;0;2;3;x;24/10/2021;2021/2022
Getafe;Local;0;2;0;0;2;25/10/2021;2021/2022
Celta;Visitante;0;0;3;7;2;25/10/2021;2021/2022
Alavés;Local;1;3;0;0;1;26/10/2021;2021/2022
Elche;Visitante;0;0;0;3;1;26/10/2021;2021/2022
Espanyol;Local;1;7;0;0;x;26/10/2021;2021/2022
Athletic;Visitante;0;0;1;3;x;26/10/2021;2021/2022
Villarreal;Local;3;15;0;0;x;26/10/2021;2021/2022
Cádiz;Visitante;0;0;3;7;x;26/10/2021;2021/2022
Mallorca;Local;1;6;0;0;x;27/10/2021;2021/2022
Sevilla;Visitante;0;0;1;0;x;27/10/2021;2021/2022
Rayo;Local;1;13;0;0;1;27/10/2021;2021/2022
Barcelona;Visitante;0;0;0;2;1;27/10/2021;2021/2022
Betis;Local;4;12;0;0;1;27/10/2021;2021/2022
Valencia;Visitante;0;0;1;0;1;27/10/2021;2021/2022
Real Madrid;Local;0;12;0;0;x;27/10/2021;2021/2022
Osasuna;Visitante;0;0;0;5;x;27/10/2021;2021/2022
Celta;Local;0;3;0;0;2;28/10/2021;2021/2022
R. Sociedad;Visitante;0;0;2;5;2;28/10/2021;2021/2022
Granada;Local;1;8;0;0;x;28/10/2021;2021/2022
Getafe;Visitante;0;0;1;2;x;28/10/2021;2021/2022
Levante;Local;2;6;0;0;x;28/10/2021;2021/2022
Atlético;Visitante;0;0;2;9;x;28/10/2021;2021/2022
Elche;Local;1;6;0;0;2;30/10/2021;2021/2022
Real Madrid;Visitante;0;0;2;2;2;30/10/2021;2021/2022
Sevilla;Local;2;16;0;0;1;30/10/2021;2021/2022
Osasuna;Visitante;0;0;0;5;1;30/10/2021;2021/2022
Valencia;Local;2;10;0;0;1;30/10/2021;2021/2022
Villarreal;Visitante;0;0;0;0;1;30/10/2021;2021/2022
Barcelona;Local;1;15;0;0;x;30/10/2021;2021/2022
Alavés;Visitante;0;0;1;5;x;30/10/2021;2021/2022
Cádiz;Local;1;4;0;0;x;31/10/2021;2021/2022
Mallorca;Visitante;0;0;1;4;x;31/10/2021;2021/2022
Atlético;Local;3;10;0;0;1;31/10/2021;2021/2022
Betis;Visitante;0;0;0;7;1;31/10/2021;2021/2022
Getafe;Local;2;4;0;0;1;31/10/2021;2021/2022
Espanyol;Visitante;0;0;1;5;1;31/10/2021;2021/2022
R. Sociedad;Local;1;5;0;0;x;31/10/2021;2021/2022
Athletic;Visitante;0;0;1;4;x;31/10/2021;2021/2022
Rayo;Local;0;13;0;0;x;01/11/2021;2021/2022
Celta;Visitante;0;0;0;7;x;01/11/2021;2021/2022
Levante;Local;0;6;0;0;2;01/11/2021;2021/2022
Granada;Visitante;0;0;3;5;2;01/11/2021;2021/2022
Athletic;Local;0;7;0;0;2;05/11/2021;2021/2022
Cádiz;Visitante;0;0;1;8;2;05/11/2021;2021/2022
Espanyol;Local;2;9;0;0;1;06/11/2021;2021/2022
Granada;Visitante;0;0;0;5;1;06/11/2021;2021/2022
Celta;Local;3;6;0;0;x;06/11/2021;2021/2022
Barcelona;Visitante;0;0;3;5;x;06/11/2021;2021/2022
Alavés;Local;2;5;0;0;1;06/11/2021;2021/2022
Levante;Visitante;0;0;1;5;1;06/11/2021;2021/2022
Real Madrid;Local;2;14;0;0;1;06/11/2021;2021/2022
Rayo;Visitante;0;0;1;3;1;06/11/2021;2021/2022
Villarreal;Local;1;16;0;0;1;07/11/2021;2021/2022
Getafe;Visitante;0;0;0;2;1;07/11/2021;2021/2022
Valencia;Local;3;13;0;0;x;07/11/2021;2021/2022
Atlético;Visitante;0;0;3;12;x;07/11/2021;2021/2022
Mallorca;Local;2;8;0;0;x;07/11/2021;2021/2022
Elche;Visitante;0;0;2;5;x;07/11/2021;2021/2022
Osasuna;Local;0;4;0;0;2;07/11/2021;2021/2022
R. Sociedad;Visitante;0;0;2;7;2;07/11/2021;2021/2022
Betis;Local;0;12;0;0;2;07/11/2021;2021/2022
Sevilla;Visitante;0;0;2;2;2;07/11/2021;2021/2022
Levante;Local;0;6;0;0;x;19/11/2021;2021/2022
Athletic;Visitante;0;0;0;4;x;19/11/2021;2021/2022
Celta;Local;1;7;0;0;x;20/11/2021;2021/2022
Villarreal;Visitante;0;0;1;0;x;20/11/2021;2021/2022
Sevilla;Local;2;18;0;0;x;20/11/2021;2021/2022
Alavés;Visitante;0;0;2;7;x;20/11/2021;2021/2022
Atlético;Local;1;11;0;0;1;20/11/2021;2021/2022
Osasuna;Visitante;0;0;0;5;1;20/11/2021;2021/2022
Barcelona;Local;1;16;0;0;1;20/11/2021;2021/2022
Espanyol;Visitante;0;0;0;5;1;20/11/2021;2021/2022
Getafe;Local;4;8;0;0;1;21/11/2021;2021/2022
Cádiz;Visitante;0;0;0;8;1;21/11/2021;2021/2022
Granada;Local;1;9;0;0;2;21/11/2021;2021/2022
Real Madrid;Visitante;0;0;4;6;2;21/11/2021;2021/2022
Elche;Local;0;6;0;0;2;21/11/2021;2021/2022
Betis;Visitante;0;0;3;10;2;21/11/2021;2021/2022
R. Sociedad;Local;0;5;0;0;x;21/11/2021;2021/2022
Valencia;Visitante;0;0;0;0;x;21/11/2021;2021/2022
Rayo;Local;3;16;0;0;1;22/11/2021;2021/2022
Mallorca;Visitante;0;0;1;5;1;22/11/2021;2021/2022
Athletic;Local;2;9;0;0;x;26/11/2021;2021/2022
Granada;Visitante;0;0;2;7;x;26/11/2021;2021/2022
Alavés;Local;1;6;0;0;2;27/11/2021;2021/2022
Celta;Visitante;0;0;2;9;2;27/11/2021;2021/2022
Valencia;Local;1;14;0;0;x;27/11/2021;2021/2022
Rayo;Visitante;0;0;1;4;x;27/11/2021;2021/2022
Mallorca;Local;0;8;0;0;x;27/11/2021;2021/2022
Getafe;Visitante;0;0;0;2;x;27/11/2021;2021/2022
Villarreal;Local;1;17;0;0;2;27/11/2021;2021/2022
Barcelona;Visitante;0;0;3;8;2;27/11/2021;2021/2022
Betis;Local;3;15;0;0;1;28/11/2021;2021/2022
Levante;Visitante;0;0;1;6;1;28/11/2021;2021/2022
Espanyol;Local;1;10;0;0;1;28/11/2021;2021/2022
R. Sociedad;Visitante;0;0;0;7;1;28/11/2021;2021/2022
Cádiz;Local;1;5;0;0;2;28/11/2021;2021/2022
Atlético;Visitante;0;0;4;16;2;28/11/2021;2021/2022
Real Madrid;Local;2;16;0;0;1;28/11/2021;2021/2022
Sevilla;Visitante;0;0;1;3;1;28/11/2021;2021/2022
Osasuna;Local;1;5;0;0;x;29/11/2021;2021/2022
Elche;Visitante;0;0;1;6;x;29/11/2021;2021/2022
Granada;Local;2;11;0;0;1;03/12/2021;2021/2022
Alavés;Visitante;0;0;1;8;1;03/12/2021;2021/2022
Sevilla;Local;1;19;0;0;1;04/12/2021;2021/2022
Villarreal;Visitante;0;0;0;0;1;04/12/2021;2021/2022
Barcelona;Local;0;16;0;0;2;04/12/2021;2021/2022
Betis;Visitante;0;0;1;11;2;04/12/2021;2021/2022
Atlético;Local;1;12;0;0;2;04/12/2021;2021/2022
Mallorca;Visitante;0;0;2;7;2;04/12/2021;2021/2022
R. Sociedad;Local;0;5;0;0;2;04/12/2021;2021/2022
Real Madrid;Visitante;0;0;2;8;2;04/12/2021;2021/2022
Rayo;Local;1;17;0;0;1;05/12/2021;2021/2022
Espanyol;Visitante;0;0;0;5;1;05/12/2021;2021/2022
Elche;Local;3;9;0;0;1;05/12/2021;2021/2022
Cádiz;Visitante;0;0;1;9;1;05/12/2021;2021/2022
Levante;Local;0;6;0;0;x;05/12/2021;2021/2022
Osasuna;Visitante;0;0;0;5;x;05/12/2021;2021/2022
Celta;Local;1;8;0;0;2;05/12/2021;2021/2022
Valencia;Visitante;0;0;2;2;2;05/12/2021;2021/2022
Getafe;Local;0;8;0;0;x;06/12/2021;2021/2022
Athletic;Visitante;0;0;0;4;x;06/12/2021;2021/2022
Mallorca;Local;0;8;0;0;x;10/12/2021;2021/2022
Celta;Visitante;0;0;0;9;x;10/12/2021;2021/2022
Espanyol;Local;4;14;0;0;1;11/12/2021;2021/2022
Levante;Visitante;0;0;3;9;1;11/12/2021;2021/2022
Alavés;Local;1;7;0;0;x;11/12/2021;2021/2022
Getafe;Visitante;0;0;1;3;x;11/12/2021;2021/2022
Valencia;Local;2;16;0;0;1;11/12/2021;2021/2022
Elche;Visitante;0;0;1;7;1;11/12/2021;2021/2022
Athletic;Local;0;9;0;0;2;11/12/2021;2021/2022
Sevilla;Visitante;0;0;1;4;2;11/12/2021;2021/2022
Villarreal;Local;2;19;0;0;1;12/12/2021;2021/2022
Rayo;Visitante;0;0;0;4;1;12/12/2021;2021/2022
Osasuna;Local;2;7;0;0;x;12/12/2021;2021/2022
Barcelona;Visitante;0;0;2;10;x;12/12/2021;2021/2022
Betis;Local;4;19;0;0;1;12/12/2021;2021/2022
R. Sociedad;Visitante;0;0;0;7;1;12/12/2021;2021/2022
Real Madrid;Local;2;18;0;0;1;12/12/2021;2021/2022
Atlético;Visitante;0;0;0;16;1;12/12/2021;2021/2022
Cádiz;Local;1;6;0;0;x;13/12/2021;2021/2022
Granada;Visitante;0;0;1;8;x;13/12/2021;2021/2022
Celta;Local;3;11;0;0;1;17/12/2021;2021/2022
Espanyol;Visitante;0;0;1;6;1;17/12/2021;2021/2022
Rayo;Local;2;19;0;0;1;18/12/2021;2021/2022
Alavés;Visitante;0;0;0;8;1;18/12/2021;2021/2022
R. Sociedad;Local;1;6;0;0;2;18/12/2021;2021/2022
Villarreal;Visitante;0;0;3;3;2;18/12/2021;2021/2022
Barcelona;Local;3;19;0;0;1;18/12/2021;2021/2022
Elche;Visitante;0;0;2;9;1;18/12/2021;2021/2022
Sevilla;Local;2;21;0;0;1;18/12/2021;2021/2022
Atlético;Visitante;0;0;1;17;1;18/12/2021;2021/2022
Granada;Local;4;15;0;0;1;19/12/2021;2021/2022
Mallorca;Visitante;0;0;1;8;1;19/12/2021;2021/2022
Athletic;Local;3;12;0;0;1;19/12/2021;2021/2022
Betis;Visitante;0;0;2;13;1;19/12/2021;2021/2022
Getafe;Local;1;9;0;0;1;19/12/2021;2021/2022
Osasuna;Visitante;0;0;0;5;1;19/12/2021;2021/2022
Real Madrid;Local;0;18;0;0;x;19/12/2021;2021/2022
Cádiz;Visitante;0;0;0;9;x;19/12/2021;2021/2022
Levante;Local;3;9;0;0;2;20/12/2021;2021/2022
Valencia;Visitante;0;0;4;6;2;20/12/2021;2021/2022
Valencia;Local;1;17;0;0;2;31/12/2021;2021/2022
Espanyol;Visitante;0;0;2;8;2;31/12/2021;2021/2022
Getafe;Local;1;10;0;0;1;02/01/2022;2021/2022
Real Madrid;Visitante;0;0;0;8;1;02/01/2022;2021/2022
Atlético;Local;2;14;0;0;1;02/01/2022;2021/2022
Rayo;Visitante;0;0;0;4;1;02/01/2022;2021/2022
Elche;Local;0;9;0;0;x;02/01/2022;2021/2022
Granada;Visitante;0;0;0;8;x;02/01/2022;2021/2022
Alavés;Local;1;8;0;0;x;02/01/2022;2021/2022
R. Sociedad;Visitante;0;0;1;8;x;02/01/2022;2021/2022
Betis;Local;0;19;0;0;2;02/01/2022;2021/2022
Celta;Visitante;0;0;2;11;2;02/01/2022;2021/2022
Mallorca;Local;0;8;0;0;2;02/01/2022;2021/2022
Barcelona;Visitante;0;0;1;11;2;02/01/2022;2021/2022
Villarreal;Local;5;24;0;0;1;03/01/2022;2021/2022
Levante;Visitante;0;0;0;9;1;03/01/2022;2021/2022
Osasuna;Local;1;8;0;0;2;03/01/2022;2021/2022
Athletic;Visitante;0;0;3;7;2;03/01/2022;2021/2022
Cádiz;Local;0;6;0;0;2;03/01/2022;2021/2022
Sevilla;Visitante;0;0;1;5;2;03/01/2022;2021/2022
Levante;Local;2;11;0;0;1;08/01/2022;2021/2022
Mallorca;Visitante;0;0;0;8;1;08/01/2022;2021/2022
R. Sociedad;Local;1;7;0;0;1;08/01/2022;2021/2022
Celta;Visitante;0;0;0;11;1;08/01/2022;2021/2022
Granada;Local;1;16;0;0;x;08/01/2022;2021/2022
Barcelona;Visitante;0;0;1;12;x;08/01/2022;2021/2022
Real Madrid;Local;4;22;0;0;1;08/01/2022;2021/2022
Valencia;Visitante;0;0;1;7;1;08/01/2022;2021/2022
Rayo;Local;1;20;0;0;x;09/01/2022;2021/2022
Betis;Visitante;0;0;1;14;x;09/01/2022;2021/2022
Sevilla;Local;1;22;0;0;1;09/01/2022;2021/2022
Getafe;Visitante;0;0;0;3;1;09/01/2022;2021/2022
Alavés;Local;0;8;0;0;x;09/01/2022;2021/2022
Athletic;Visitante;0;0;0;7;x;09/01/2022;2021/2022
Osasuna;Local;2;10;0;0;1;09/01/2022;2021/2022
Cádiz;Visitante;0;0;0;9;1;09/01/2022;2021/2022
Villarreal;Local;2;26;0;0;x;09/01/2022;2021/2022
Atlético;Visitante;0;0;2;19;x;09/01/2022;2021/2022
Espanyol;Local;1;15;0;0;2;10/01/2022;2021/2022
Elche;Visitante;0;0;2;9;2;10/01/2022;2021/2022
Athletic;Local;1;13;0;0;2;22/12/2021;2021/2022
Real Madrid;Visitante;0;0;2;10;2;22/12/2021;2021/2022
Elche;Local;1;10;0;0;1;16/01/2022;2021/2022
Villarreal;Visitante;0;0;0;3;1;16/01/2022;2021/2022
Betis;Local;4;23;0;0;1;18/01/2022;2021/2022
Alavés;Visitante;0;0;0;8;1;18/01/2022;2021/2022
Cádiz;Local;2;8;0;0;x;18/01/2022;2021/2022
Espanyol;Visitante;0;0;2;10;x;18/01/2022;2021/2022
Celta;Local;2;13;0;0;1;19/01/2022;2021/2022
Osasuna;Visitante;0;0;0;5;1;19/01/2022;2021/2022
Valencia;Local;1;18;0;0;x;19/01/2022;2021/2022
Sevilla;Visitante;0;0;1;6;x;19/01/2022;2021/2022
Getafe;Local;4;14;0;0;1;20/01/2022;2021/2022
Granada;Visitante;0;0;2;10;1;20/01/2022;2021/2022
Atlético;Local;0;14;0;0;2;16/02/2022;2021/2022
Levante;Visitante;0;0;1;10;2;16/02/2022;2021/2022
Mallorca;Local;0;8;0;0;2;02/03/2022;2021/2022
R. Sociedad;Visitante;0;0;2;10;2;02/03/2022;2021/2022
Barcelona;Local;0;19;0;0;2;24/04/2022;2021/2022
Rayo;Visitante;0;0;1;5;2;24/04/2022;2021/2022
Espanyol;Local;1;16;0;0;2;21/01/2022;2021/2022
Betis;Visitante;0;0;4;18;2;21/01/2022;2021/2022
Levante;Local;0;11;0;0;2;22/01/2022;2021/2022
Cádiz;Visitante;0;0;2;11;2;22/01/2022;2021/2022
Villarreal;Local;3;29;0;0;1;22/01/2022;2021/2022
Mallorca;Visitante;0;0;0;8;1;22/01/2022;2021/2022
Sevilla;Local;2;24;0;0;x;22/01/2022;2021/2022
Celta;Visitante;0;0;2;13;x;22/01/2022;2021/2022
Atlético;Local;3;17;0;0;1;22/01/2022;2021/2022
Valencia;Visitante;0;0;2;9;1;22/01/2022;2021/2022
Granada;Local;0;16;0;0;2;23/01/2022;2021/2022
Osasuna;Visitante;0;0;2;7;2;23/01/2022;2021/2022
Real Madrid;Local;2;24;0;0;x;23/01/2022;2021/2022
Elche;Visitante;0;0;2;11;x;23/01/2022;2021/2022
Rayo;Local;0;20;0;0;2;23/01/2022;2021/2022
Athletic;Visitante;0;0;1;8;2;23/01/2022;2021/2022
R. Sociedad;Local;0;7;0;0;x;23/01/2022;2021/2022
Getafe;Visitante;0;0;0;3;x;23/01/2022;2021/2022
Alavés;Local;0;8;0;0;2;23/01/2022;2021/2022
Barcelona;Visitante;0;0;1;13;2;23/01/2022;2021/2022
Getafe;Local;3;17;0;0;1;04/02/2022;2021/2022
Levante;Visitante;0;0;0;10;1;04/02/2022;2021/2022
Elche;Local;3;13;0;0;1;05/02/2022;2021/2022
Alavés;Visitante;0;0;1;9;1;05/02/2022;2021/2022
Mallorca;Local;2;10;0;0;1;05/02/2022;2021/2022
Cádiz;Visitante;0;0;1;12;1;05/02/2022;2021/2022
Celta;Local;2;15;0;0;1;05/02/2022;2021/2022
Rayo;Visitante;0;0;0;5;1;05/02/2022;2021/2022
Osasuna;Local;0;10;0;0;x;05/02/2022;2021/2022
Sevilla;Visitante;0;0;0;6;x;05/02/2022;2021/2022
Valencia;Local;0;18;0;0;x;06/02/2022;2021/2022
R. Sociedad;Visitante;0;0;0;10;x;06/02/2022;2021/2022
Barcelona;Local;4;23;0;0;1;06/02/2022;2021/2022
Atlético;Visitante;0;0;2;21;1;06/02/2022;2021/2022
Betis;Local;0;23;0;0;2;06/02/2022;2021/2022
Villarreal;Visitante;0;0;2;5;2;06/02/2022;2021/2022
Real Madrid;Local;1;25;0;0;1;06/02/2022;2021/2022
Granada;Visitante;0;0;0;10;1;06/02/2022;2021/2022
Athletic;Local;2;15;0;0;1;07/02/2022;2021/2022
Espanyol;Visitante;0;0;1;11;1;07/02/2022;2021/2022
Sevilla;Local;2;26;0;0;1;11/02/2022;2021/2022
Elche;Visitante;0;0;0;11;1;11/02/2022;2021/2022
Cádiz;Local;0;8;0;0;x;12/02/2022;2021/2022
Celta;Visitante;0;0;0;13;x;12/02/2022;2021/2022
Villarreal;Local;0;29;0;0;x;12/02/2022;2021/2022
Real Madrid;Visitante;0;0;0;10;x;12/02/2022;2021/2022
Rayo;Local;0;20;0;0;2;12/02/2022;2021/2022
Osasuna;Visitante;0;0;3;10;2;12/02/2022;2021/2022
Atlético;Local;4;21;0;0;1;12/02/2022;2021/2022
Getafe;Visitante;0;0;3;6;1;12/02/2022;2021/2022
Alavés;Local;2;10;0;0;1;13/02/2022;2021/2022
Valencia;Visitante;0;0;1;10;1;13/02/2022;2021/2022
Levante;Local;2;13;0;0;2;13/02/2022;2021/2022
Betis;Visitante;0;0;4;22;2;13/02/2022;2021/2022
R. Sociedad;Local;2;9;0;0;1;13/02/2022;2021/2022
Granada;Visitante;0;0;0;10;1;13/02/2022;2021/2022
Espanyol;Local;2;18;0;0;x;13/02/2022;2021/2022
Barcelona;Visitante;0;0;2;15;x;13/02/2022;2021/2022
Mallorca;Local;3;13;0;0;1;14/02/2022;2021/2022
Athletic;Visitante;0;0;2;10;1;14/02/2022;2021/2022
Elche;Local;2;15;0;0;1;18/02/2022;2021/2022
Rayo;Visitante;0;0;1;6;1;18/02/2022;2021/2022
Granada;Local;1;17;0;0;2;19/02/2022;2021/2022
Villarreal;Visitante;0;0;4;9;2;19/02/2022;2021/2022
Osasuna;Local;0;10;0;0;2;19/02/2022;2021/2022
Atlético;Visitante;0;0;3;24;2;19/02/2022;2021/2022
Cádiz;Local;1;9;0;0;x;19/02/2022;2021/2022
Getafe;Visitante;0;0;1;7;x;19/02/2022;2021/2022
Real Madrid;Local;3;28;0;0;1;19/02/2022;2021/2022
Alavés;Visitante;0;0;0;9;1;19/02/2022;2021/2022
Espanyol;Local;1;19;0;0;x;20/02/2022;2021/2022
Sevilla;Visitante;0;0;1;7;x;20/02/2022;2021/2022
Valencia;Local;1;19;0;0;2;20/02/2022;2021/2022
Barcelona;Visitante;0;0;4;19;2;20/02/2022;2021/2022
Betis;Local;2;25;0;0;1;20/02/2022;2021/2022
Mallorca;Visitante;0;0;1;9;1;20/02/2022;2021/2022
Athletic;Local;4;19;0;0;1;20/02/2022;2021/2022
R. Sociedad;Visitante;0;0;0;10;1;20/02/2022;2021/2022
Celta;Local;1;16;0;0;x;21/02/2022;2021/2022
Levante;Visitante;0;0;1;11;x;21/02/2022;2021/2022
Levante;Local;3;16;0;0;1;25/02/2022;2021/2022
Elche;Visitante;0;0;0;11;1;25/02/2022;2021/2022
Mallorca;Local;0;13;0;0;2;26/02/2022;2021/2022
Valencia;Visitante;0;0;1;11;2;26/02/2022;2021/2022
Getafe;Local;2;19;0;0;x;26/02/2022;2021/2022
Alavés;Visitante;0;0;2;11;x;26/02/2022;2021/2022
Rayo;Local;0;20;0;0;2;26/02/2022;2021/2022
Real Madrid;Visitante;0;0;1;11;2;26/02/2022;2021/2022
Atlético;Local;2;23;0;0;1;26/02/2022;2021/2022
Celta;Visitante;0;0;0;13;1;26/02/2022;2021/2022
Villarreal;Local;5;34;0;0;1;27/02/2022;2021/2022
Espanyol;Visitante;0;0;1;12;1;27/02/2022;2021/2022
Sevilla;Local;2;28;0;0;1;27/02/2022;2021/2022
Betis;Visitante;0;0;1;23;1;27/02/2022;2021/2022
R. Sociedad;Local;1;10;0;0;1;27/02/2022;2021/2022
Osasuna;Visitante;0;0;0;10;1;27/02/2022;2021/2022
Barcelona;Local;4;27;0;0;1;27/02/2022;2021/2022
Athletic;Visitante;0;0;0;10;1;27/02/2022;2021/2022
Granada;Local;0;17;0;0;x;28/02/2022;2021/2022
Cádiz;Visitante;0;0;0;12;x;28/02/2022;2021/2022
Alavés;Local;0;10;0;0;x;04/03/2022;2021/2022
Sevilla;Visitante;0;0;0;7;x;04/03/2022;2021/2022
Osasuna;Local;1;11;0;0;1;05/03/2022;2021/2022
Villarreal;Visitante;0;0;0;10;1;05/03/2022;2021/2022
Espanyol;Local;2;21;0;0;1;05/03/2022;2021/2022
Getafe;Visitante;0;0;0;7;1;05/03/2022;2021/2022
Valencia;Local;3;22;0;0;1;05/03/2022;2021/2022
Granada;Visitante;0;0;1;11;1;05/03/2022;2021/2022
Real Madrid;Local;4;32;0;0;1;05/03/2022;2021/2022
R. Sociedad;Visitante;0;0;1;11;1;05/03/2022;2021/2022
Cádiz;Local;2;11;0;0;1;06/03/2022;2021/2022
Rayo;Visitante;0;0;0;6;1;06/03/2022;2021/2022
Elche;Local;1;16;0;0;2;06/03/2022;2021/2022
Barcelona;Visitante;0;0;2;21;2;06/03/2022;2021/2022
Celta;Local;4;20;0;0;1;06/03/2022;2021/2022
Mallorca;Visitante;0;0;3;12;1;06/03/2022;2021/2022
Betis;Local;1;26;0;0;2;06/03/2022;2021/2022
Atlético;Visitante;0;0;3;27;2;06/03/2022;2021/2022
Athletic;Local;3;22;0;0;1;07/03/2022;2021/2022
Levante;Visitante;0;0;1;12;1;07/03/2022;2021/2022
Atlético;Local;2;25;0;0;1;11/03/2022;2021/2022
Cádiz;Visitante;0;0;1;13;1;11/03/2022;2021/2022
Levante;Local;1;17;0;0;x;12/03/2022;2021/2022
Espanyol;Visitante;0;0;1;13;x;12/03/2022;2021/2022
Granada;Local;0;17;0;0;2;12/03/2022;2021/2022
Elche;Visitante;0;0;1;12;2;12/03/2022;2021/2022
Villarreal;Local;1;35;0;0;1;12/03/2022;2021/2022
Celta;Visitante;0;0;0;13;1;12/03/2022;2021/2022
Getafe;Local;0;19;0;0;x;12/03/2022;2021/2022
Valencia;Visitante;0;0;0;11;x;12/03/2022;2021/2022
Rayo;Local;1;21;0;0;x;13/03/2022;2021/2022
Sevilla;Visitante;0;0;1;8;x;13/03/2022;2021/2022
Betis;Local;1;27;0;0;1;13/03/2022;2021/2022
Athletic;Visitante;0;0;0;10;1;13/03/2022;2021/2022
R. Sociedad;Local;1;11;0;0;1;13/03/2022;2021/2022
Alavés;Visitante;0;0;0;11;1;13/03/2022;2021/2022
Barcelona;Local;4;31;0;0;1;13/03/2022;2021/2022
Osasuna;Visitante;0;0;0;10;1;13/03/2022;2021/2022
Mallorca;Local;0;13;0;0;2;14/03/2022;2021/2022
Real Madrid;Visitante;0;0;3;14;2;14/03/2022;2021/2022
Athletic;Local;1;23;0;0;x;18/03/2022;2021/2022
Getafe;Visitante;0;0;1;8;x;18/03/2022;2021/2022
Alavés;Local;2;12;0;0;2;19/03/2022;2021/2022
Granada;Visitante;0;0;3;14;2;19/03/2022;2021/2022
Elche;Local;0;16;0;0;2;19/03/2022;2021/2022
Valencia;Visitante;0;0;1;12;2;19/03/2022;2021/2022
Osasuna;Local;3;14;0;0;1;19/03/2022;2021/2022
Levante;Visitante;0;0;1;13;1;19/03/2022;2021/2022
Rayo;Local;0;21;0;0;2;19/03/2022;2021/2022
Atlético;Visitante;0;0;1;28;2;19/03/2022;2021/2022
Espanyol;Local;1;22;0;0;1;20/03/2022;2021/2022
Mallorca;Visitante;0;0;0;12;1;20/03/2022;2021/2022
Celta;Local;0;20;0;0;x;20/03/2022;2021/2022
Betis;Visitante;0;0;0;23;x;20/03/2022;2021/2022
Cádiz;Local;1;12;0;0;1;20/03/2022;2021/2022
Villarreal;Visitante;0;0;0;10;1;20/03/2022;2021/2022
Sevilla;Local;0;28;0;0;x;20/03/2022;2021/2022
R. Sociedad;Visitante;0;0;0;11;x;20/03/2022;2021/2022
Real Madrid;Local;0;32;0;0;2;20/03/2022;2021/2022
Barcelona;Visitante;0;0;4;25;2;20/03/2022;2021/2022
Getafe;Local;1;20;0;0;1;02/04/2022;2021/2022
Mallorca;Visitante;0;0;0;12;1;02/04/2022;2021/2022
Levante;Local;2;19;0;0;1;02/04/2022;2021/2022
Villarreal;Visitante;0;0;0;10;1;02/04/2022;2021/2022
Celta;Local;1;21;0;0;2;02/04/2022;2021/2022
Real Madrid;Visitante;0;0;2;16;2;02/04/2022;2021/2022
Atlético;Local;4;29;0;0;1;02/04/2022;2021/2022
Alavés;Visitante;0;0;1;12;1;02/04/2022;2021/2022
Athletic;Local;2;25;0;0;1;03/04/2022;2021/2022
Elche;Visitante;0;0;1;13;1;03/04/2022;2021/2022
Betis;Local;4;31;0;0;1;03/04/2022;2021/2022
Osasuna;Visitante;0;0;1;11;1;03/04/2022;2021/2022
Granada;Local;2;19;0;0;x;03/04/2022;2021/2022
Rayo;Visitante;0;0;2;8;x;03/04/2022;2021/2022
Valencia;Local;0;22;0;0;x;03/04/2022;2021/2022
Cádiz;Visitante;0;0;0;13;x;03/04/2022;2021/2022
Barcelona;Local;1;32;0;0;1;03/04/2022;2021/2022
Sevilla;Visitante;0;0;0;8;1;03/04/2022;2021/2022
R. Sociedad;Local;1;12;0;0;1;04/04/2022;2021/2022
Espanyol;Visitante;0;0;0;13;1;04/04/2022;2021/2022
Sevilla;Local;4;32;0;0;1;08/04/2022;2021/2022
Granada;Visitante;0;0;2;16;1;08/04/2022;2021/2022
Cádiz;Local;1;13;0;0;2;09/04/2022;2021/2022
Betis;Visitante;0;0;2;25;2;09/04/2022;2021/2022
Mallorca;Local;1;14;0;0;1;09/04/2022;2021/2022
Atlético;Visitante;0;0;0;28;1;09/04/2022;2021/2022
Villarreal;Local;1;36;0;0;x;09/04/2022;2021/2022
Athletic;Visitante;0;0;1;11;x;09/04/2022;2021/2022
Real Madrid;Local;2;34;0;0;1;09/04/2022;2021/2022
Getafe;Visitante;0;0;0;8;1;09/04/2022;2021/2022
Osasuna;Local;1;15;0;0;1;10/04/2022;2021/2022
Alavés;Visitante;0;0;0;12;1;10/04/2022;2021/2022
Espanyol;Local;1;23;0;0;1;10/04/2022;2021/2022
Celta;Visitante;0;0;0;13;1;10/04/2022;2021/2022
Elche;Local;1;17;0;0;2;10/04/2022;2021/2022
R. Sociedad;Visitante;0;0;2;13;2;10/04/2022;2021/2022
Levante;Local;2;21;0;0;2;10/04/2022;2021/2022
Barcelona;Visitante;0;0;3;28;2;10/04/2022;2021/2022
Rayo;Local;1;22;0;0;x;11/04/2022;2021/2022
Valencia;Visitante;0;0;1;13;x;11/04/2022;2021/2022
R. Sociedad;Local;0;12;0;0;x;15/04/2022;2021/2022
Betis;Visitante;0;0;0;25;x;15/04/2022;2021/2022
Elche;Local;3;20;0;0;1;16/04/2022;2021/2022
Mallorca;Visitante;0;0;0;12;1;16/04/2022;2021/2022
Alavés;Local;1;13;0;0;1;16/04/2022;2021/2022
Rayo;Visitante;0;0;0;8;1;16/04/2022;2021/2022
