Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Resultados;Fecha;Temporada
Real Valladolid;Visitante;0;0;0;11;x;13/03/2021;2020/2021
Getafe;Local;0;12;0;0;x;13/03/2021;2020/2021
Atlético;Visitante;0;0;0;21;x;13/03/2021;2020/2021
Celta;Local;0;19;0;0;x;14/03/2021;2020/2021
Athletic;Visitante;0;0;0;15;x;14/03/2021;2020/2021
Granada;Local;1;20;0;0;1;14/03/2021;2020/2021
R. Sociedad;Visitante;0;0;0;20;1;14/03/2021;2020/2021
Eibar;Local;1;8;0;0;2;14/03/2021;2020/2021
Villarreal;Visitante;0;0;3;19;2;14/03/2021;2020/2021
Sevilla;Local;1;22;0;0;1;14/03/2021;2020/2021
Betis;Visitante;0;0;0;17;1;14/03/2021;2020/2021
Barcelona;Local;4;36;0;0;1;15/03/2021;2020/2021
Huesca;Visitante;0;0;1;14;1;15/03/2021;2020/2021
Betis;Local;2;21;0;0;1;19/03/2021;2020/2021
Levante;Visitante;0;0;0;15;1;19/03/2021;2020/2021
Athletic;Local;1;23;0;0;x;20/03/2021;2020/2021
Eibar;Visitante;0;0;1;14;x;20/03/2021;2020/2021
Celta;Local;1;20;0;0;2;20/03/2021;2020/2021
Real Madrid;Visitante;0;0;3;26;2;20/03/2021;2020/2021
Huesca;Local;0;12;0;0;x;20/03/2021;2020/2021
Osasuna;Visitante;0;0;0;10;x;20/03/2021;2020/2021
Real Valladolid;Local;1;15;0;0;x;20/03/2021;2020/2021
Sevilla;Visitante;0;0;1;17;x;20/03/2021;2020/2021
Getafe;Local;1;13;0;0;x;21/03/2021;2020/2021
Elche;Visitante;0;0;1;12;x;21/03/2021;2020/2021
Valencia;Local;2;22;0;0;1;21/03/2021;2020/2021
Granada;Visitante;0;0;1;13;1;21/03/2021;2020/2021
Villarreal;Local;2;20;0;0;1;21/03/2021;2020/2021
Cádiz;Visitante;0;0;1;12;1;21/03/2021;2020/2021
Atlético;Local;1;32;0;0;1;21/03/2021;2020/2021
Alavés;Visitante;0;0;0;12;1;21/03/2021;2020/2021
R. Sociedad;Local;1;24;0;0;2;21/03/2021;2020/2021
Barcelona;Visitante;0;0;6;31;2;21/03/2021;2020/2021
Levante;Local;0;21;0;0;2;02/04/2021;2020/2021
Huesca;Visitante;0;0;2;16;2;02/04/2021;2020/2021
Granada;Local;0;20;0;0;2;03/04/2021;2020/2021
Villarreal;Visitante;0;0;3;22;2;03/04/2021;2020/2021
Real Madrid;Local;2;25;0;0;1;03/04/2021;2020/2021
Eibar;Visitante;0;0;0;14;1;03/04/2021;2020/2021
Osasuna;Local;0;13;0;0;x;03/04/2021;2020/2021
Getafe;Visitante;0;0;0;9;x;03/04/2021;2020/2021
Alavés;Local;1;12;0;0;2;04/04/2021;2020/2021
Celta;Visitante;0;0;3;18;2;04/04/2021;2020/2021
Elche;Local;1;14;0;0;x;04/04/2021;2020/2021
Betis;Visitante;0;0;1;18;x;04/04/2021;2020/2021
Cádiz;Local;2;14;0;0;1;04/04/2021;2020/2021
Valencia;Visitante;0;0;1;13;1;04/04/2021;2020/2021
Sevilla;Local;1;23;0;0;1;04/04/2021;2020/2021
Atlético;Visitante;0;0;0;21;1;04/04/2021;2020/2021
Barcelona;Local;1;37;0;0;1;05/04/2021;2020/2021
Real Valladolid;Visitante;0;0;0;11;1;05/04/2021;2020/2021
R. Sociedad;Local;1;25;0;0;x;07/04/2021;2020/2021
Athletic;Visitante;0;0;1;16;x;07/04/2021;2020/2021
Huesca;Local;3;15;0;0;1;09/04/2021;2020/2021
Elche;Visitante;0;0;1;13;1;09/04/2021;2020/2021
Getafe;Local;0;13;0;0;2;10/04/2021;2020/2021
Cádiz;Visitante;0;0;1;13;2;10/04/2021;2020/2021
Athletic;Local;0;23;0;0;x;10/04/2021;2020/2021
Alavés;Visitante;0;0;0;12;x;10/04/2021;2020/2021
Eibar;Local;0;8;0;0;2;10/04/2021;2020/2021
Levante;Visitante;0;0;1;16;2;10/04/2021;2020/2021
Real Madrid;Local;2;27;0;0;1;10/04/2021;2020/2021
Barcelona;Visitante;0;0;1;32;1;10/04/2021;2020/2021
Villarreal;Local;1;21;0;0;2;11/04/2021;2020/2021
Osasuna;Visitante;0;0;2;12;2;11/04/2021;2020/2021
Valencia;Local;2;24;0;0;x;11/04/2021;2020/2021
R. Sociedad;Visitante;0;0;2;22;x;11/04/2021;2020/2021
Real Valladolid;Local;1;16;0;0;2;11/04/2021;2020/2021
Granada;Visitante;0;0;2;15;2;11/04/2021;2020/2021
Betis;Local;1;22;0;0;x;11/04/2021;2020/2021
Atlético;Visitante;0;0;1;22;x;11/04/2021;2020/2021
Celta;Local;3;23;0;0;2;12/04/2021;2020/2021
Sevilla;Visitante;0;0;4;21;2;12/04/2021;2020/2021
Levante;Local;0;21;0;0;2;21/04/2021;2020/2021
Sevilla;Visitante;0;0;1;22;2;21/04/2021;2020/2021
Osasuna;Local;3;16;0;0;1;21/04/2021;2020/2021
Valencia;Visitante;0;0;1;14;1;21/04/2021;2020/2021
Betis;Local;0;22;0;0;x;21/04/2021;2020/2021
Athletic;Visitante;0;0;0;16;x;21/04/2021;2020/2021
Alavés;Local;2;14;0;0;1;21/04/2021;2020/2021
Villarreal;Visitante;0;0;1;23;1;21/04/2021;2020/2021
Elche;Local;1;15;0;0;x;21/04/2021;2020/2021
Real Valladolid;Visitante;0;0;1;12;x;21/04/2021;2020/2021
Cádiz;Local;0;14;0;0;2;21/04/2021;2020/2021
Real Madrid;Visitante;0;0;3;29;2;21/04/2021;2020/2021
Atlético;Local;2;34;0;0;1;22/04/2021;2020/2021
Huesca;Visitante;0;0;0;16;1;22/04/2021;2020/2021
R. Sociedad;Local;2;27;0;0;1;22/04/2021;2020/2021
Celta;Visitante;0;0;1;19;1;22/04/2021;2020/2021
Granada;Local;4;24;0;0;1;22/04/2021;2020/2021
Eibar;Visitante;0;0;1;15;1;22/04/2021;2020/2021
Barcelona;Local;5;42;0;0;1;22/04/2021;2020/2021
Getafe;Visitante;0;0;2;11;1;22/04/2021;2020/2021
Elche;Local;1;16;0;0;1;24/04/2021;2020/2021
Levante;Visitante;0;0;0;16;1;24/04/2021;2020/2021
Real Valladolid;Local;1;17;0;0;x;24/04/2021;2020/2021
Cádiz;Visitante;0;0;1;14;x;24/04/2021;2020/2021
Valencia;Local;1;25;0;0;x;24/04/2021;2020/2021
Alavés;Visitante;0;0;1;13;x;24/04/2021;2020/2021
Real Madrid;Local;0;27;0;0;x;24/04/2021;2020/2021
Betis;Visitante;0;0;0;18;x;24/04/2021;2020/2021
Huesca;Local;0;15;0;0;2;25/04/2021;2020/2021
Getafe;Visitante;0;0;2;13;2;25/04/2021;2020/2021
Villarreal;Local;1;22;0;0;2;25/04/2021;2020/2021
Barcelona;Visitante;0;0;2;34;2;25/04/2021;2020/2021
Sevilla;Local;2;25;0;0;1;25/04/2021;2020/2021
Granada;Visitante;0;0;1;16;1;25/04/2021;2020/2021
Celta;Local;2;25;0;0;1;25/04/2021;2020/2021
Osasuna;Visitante;0;0;1;13;1;25/04/2021;2020/2021
Athletic;Local;2;25;0;0;1;25/04/2021;2020/2021
Atlético;Visitante;0;0;1;23;1;25/04/2021;2020/2021
Eibar;Local;0;8;0;0;2;26/04/2021;2020/2021
R. Sociedad;Visitante;0;0;1;23;2;26/04/2021;2020/2021
Osasuna;Local;2;18;0;0;1;18/04/2021;2020/2021
Elche;Visitante;0;0;0;13;1;18/04/2021;2020/2021
R. Sociedad;Local;1;28;0;0;2;18/04/2021;2020/2021
Sevilla;Visitante;0;0;2;24;2;18/04/2021;2020/2021
Atlético;Local;5;39;0;0;1;18/04/2021;2020/2021
Eibar;Visitante;0;0;0;15;1;18/04/2021;2020/2021
Alavés;Local;1;15;0;0;1;18/04/2021;2020/2021
Huesca;Visitante;0;0;0;16;1;18/04/2021;2020/2021
Cádiz;Local;0;14;0;0;x;18/04/2021;2020/2021
Celta;Visitante;0;0;0;19;x;18/04/2021;2020/2021
Betis;Local;2;24;0;0;x;18/04/2021;2020/2021
Valencia;Visitante;0;0;2;16;x;18/04/2021;2020/2021
Getafe;Local;0;13;0;0;x;18/04/2021;2020/2021
Real Madrid;Visitante;0;0;0;29;x;18/04/2021;2020/2021
Levante;Local;1;22;0;0;2;18/04/2021;2020/2021
Villarreal;Visitante;0;0;5;28;2;18/04/2021;2020/2021
Athletic;Local;2;27;0;0;x;28/04/2021;2020/2021
Real Valladolid;Visitante;0;0;2;14;x;28/04/2021;2020/2021
Barcelona;Local;1;43;0;0;2;29/04/2021;2020/2021
Granada;Visitante;0;0;2;18;2;29/04/2021;2020/2021
Celta;Local;2;27;0;0;1;30/04/2021;2020/2021
Levante;Visitante;0;0;0;16;1;30/04/2021;2020/2021
Eibar;Local;3;11;0;0;1;01/05/2021;2020/2021
Alavés;Visitante;0;0;0;13;1;01/05/2021;2020/2021
Elche;Local;0;16;0;0;2;01/05/2021;2020/2021
Atlético;Visitante;0;0;1;24;2;01/05/2021;2020/2021
Huesca;Local;1;16;0;0;1;01/05/2021;2020/2021
R. Sociedad;Visitante;0;0;0;23;1;01/05/2021;2020/2021
Real Madrid;Local;2;29;0;0;1;01/05/2021;2020/2021
Osasuna;Visitante;0;0;0;13;1;01/05/2021;2020/2021
Real Valladolid;Local;1;18;0;0;x;02/05/2021;2020/2021
Betis;Visitante;0;0;1;19;x;02/05/2021;2020/2021
Villarreal;Local;1;23;0;0;1;02/05/2021;2020/2021
Getafe;Visitante;0;0;0;13;1;02/05/2021;2020/2021
Granada;Local;0;24;0;0;2;02/05/2021;2020/2021
Cádiz;Visitante;0;0;1;15;2;02/05/2021;2020/2021
Valencia;Local;2;27;0;0;2;02/05/2021;2020/2021
Barcelona;Visitante;0;0;3;37;2;02/05/2021;2020/2021
Sevilla;Local;0;25;0;0;2;03/05/2021;2020/2021
Athletic;Visitante;0;0;1;17;2;03/05/2021;2020/2021
R. Sociedad;Local;2;30;0;0;1;07/05/2021;2020/2021
Elche;Visitante;0;0;0;13;1;07/05/2021;2020/2021
Alavés;Local;2;17;0;0;x;08/05/2021;2020/2021
Levante;Visitante;0;0;2;18;x;08/05/2021;2020/2021
Barcelona;Local;0;43;0;0;x;08/05/2021;2020/2021
Atlético;Visitante;0;0;0;24;x;08/05/2021;2020/2021
Cádiz;Local;2;16;0;0;1;08/05/2021;2020/2021
Huesca;Visitante;0;0;1;17;1;08/05/2021;2020/2021
Athletic;Local;2;29;0;0;x;08/05/2021;2020/2021
Osasuna;Visitante;0;0;2;15;x;08/05/2021;2020/2021
Getafe;Local;0;13;0;0;2;08/05/2021;2020/2021
Eibar;Visitante;0;0;1;16;2;08/05/2021;2020/2021
Valencia;Local;3;30;0;0;1;09/05/2021;2020/2021
Real Valladolid;Visitante;0;0;0;14;1;09/05/2021;2020/2021
Villarreal;Local;2;25;0;0;2;09/05/2021;2020/2021
Celta;Visitante;0;0;4;23;2;09/05/2021;2020/2021
Real Madrid;Local;2;31;0;0;x;09/05/2021;2020/2021
Sevilla;Visitante;0;0;2;26;x;09/05/2021;2020/2021
Betis;Local;2;26;0;0;1;09/05/2021;2020/2021
Granada;Visitante;0;0;1;19;1;09/05/2021;2020/2021
Osasuna;Local;3;21;0;0;1;11/05/2021;2020/2021
Cádiz;Visitante;0;0;2;17;1;11/05/2021;2020/2021
Elche;Local;0;16;0;0;2;11/05/2021;2020/2021
Alavés;Visitante;0;0;2;15;2;11/05/2021;2020/2021
Levante;Local;3;25;0;0;x;11/05/2021;2020/2021
Barcelona;Visitante;0;0;3;40;x;11/05/2021;2020/2021
Sevilla;Local;1;26;0;0;1;12/05/2021;2020/2021
Valencia;Visitante;0;0;0;16;1;12/05/2021;2020/2021
Huesca;Local;1;17;0;0;1;12/05/2021;2020/2021
Athletic;Visitante;0;0;0;17;1;12/05/2021;2020/2021
Celta;Local;1;28;0;0;1;12/05/2021;2020/2021
Getafe;Visitante;0;0;0;13;1;12/05/2021;2020/2021
Atlético;Local;2;41;0;0;1;12/05/2021;2020/2021
R. Sociedad;Visitante;0;0;1;24;1;12/05/2021;2020/2021
Real Valladolid;Local;0;18;0;0;2;13/05/2021;2020/2021
Villarreal;Visitante;0;0;2;30;2;13/05/2021;2020/2021
Eibar;Local;1;12;0;0;x;13/05/2021;2020/2021
Betis;Visitante;0;0;1;20;x;13/05/2021;2020/2021
Granada;Local;1;25;0;0;2;13/05/2021;2020/2021
Real Madrid;Visitante;0;0;4;33;2;13/05/2021;2020/2021
Barcelona;Local;1;44;0;0;2;16/05/2021;2020/2021
Celta;Visitante;0;0;2;25;2;16/05/2021;2020/2021
Atlético;Local;2;43;0;0;1;16/05/2021;2020/2021
Osasuna;Visitante;0;0;1;16;1;16/05/2021;2020/2021
Athletic;Local;0;29;0;0;2;16/05/2021;2020/2021
Real Madrid;Visitante;0;0;1;34;2;16/05/2021;2020/2021
Valencia;Local;4;34;0;0;1;16/05/2021;2020/2021
Eibar;Visitante;0;0;1;17;1;16/05/2021;2020/2021
Alavés;Local;4;21;0;0;1;16/05/2021;2020/2021
Granada;Visitante;0;0;2;21;1;16/05/2021;2020/2021
R. Sociedad;Local;4;34;0;0;1;16/05/2021;2020/2021
Real Valladolid;Visitante;0;0;1;15;1;16/05/2021;2020/2021
Betis;Local;1;27;0;0;1;16/05/2021;2020/2021
Huesca;Visitante;0;0;0;17;1;16/05/2021;2020/2021
Cádiz;Local;1;17;0;0;2;16/05/2021;2020/2021
Elche;Visitante;0;0;3;16;2;16/05/2021;2020/2021
Villarreal;Local;4;29;0;0;1;16/05/2021;2020/2021
Sevilla;Visitante;0;0;0;26;1;16/05/2021;2020/2021
Getafe;Local;2;15;0;0;1;16/05/2021;2020/2021
Levante;Visitante;0;0;1;19;1;16/05/2021;2020/2021
Levante;Local;2;27;0;0;x;21/05/2021;2020/2021
Cádiz;Visitante;0;0;2;19;x;21/05/2021;2020/2021
Celta;Local;2;30;0;0;2;22/05/2021;2020/2021
Betis;Visitante;0;0;3;23;2;22/05/2021;2020/2021
Eibar;Local;0;12;0;0;2;22/05/2021;2020/2021
Barcelona;Visitante;0;0;1;41;2;22/05/2021;2020/2021
Elche;Local;2;18;0;0;1;22/05/2021;2020/2021
Athletic;Visitante;0;0;0;17;1;22/05/2021;2020/2021
Real Valladolid;Local;1;19;0;0;2;22/05/2021;2020/2021
Atlético;Visitante;0;0;2;26;2;22/05/2021;2020/2021
Huesca;Local;0;17;0;0;x;22/05/2021;2020/2021
Valencia;Visitante;0;0;0;16;x;22/05/2021;2020/2021
Real Madrid;Local;2;33;0;0;1;22/05/2021;2020/2021
Villarreal;Visitante;0;0;1;31;1;22/05/2021;2020/2021
Osasuna;Local;0;21;0;0;2;22/05/2021;2020/2021
R. Sociedad;Visitante;0;0;1;25;2;22/05/2021;2020/2021
Granada;Local;0;25;0;0;x;23/05/2021;2020/2021
Getafe;Visitante;0;0;0;13;x;23/05/2021;2020/2021
Sevilla;Local;1;27;0;0;1;23/05/2021;2020/2021
Alavés;Visitante;0;0;0;15;1;23/05/2021;2020/2021
Valencia;Local;1;1;0;0;1;13/08/2021;2021/2022
Getafe;Visitante;0;0;0;0;1;13/08/2021;2021/2022
Cádiz;Local;1;1;0;0;x;14/08/2021;2021/2022
Levante;Visitante;0;0;1;0;x;14/08/2021;2021/2022
Mallorca;Local;1;1;0;0;x;14/08/2021;2021/2022
Betis;Visitante;0;0;1;1;x;14/08/2021;2021/2022
Alavés;Local;1;1;0;0;2;14/08/2021;2021/2022
Real Madrid;Visitante;0;0;4;0;2;14/08/2021;2021/2022
Osasuna;Local;0;0;0;0;x;14/08/2021;2021/2022
Espanyol;Visitante;0;0;0;0;x;14/08/2021;2021/2022
Celta;Local;1;1;0;0;2;15/08/2021;2021/2022
Atlético;Visitante;0;0;2;2;2;15/08/2021;2021/2022
Barcelona;Local;4;4;0;0;1;15/08/2021;2021/2022
R. Sociedad;Visitante;0;0;2;0;1;15/08/2021;2021/2022
Sevilla;Local;3;3;0;0;1;15/08/2021;2021/2022
Rayo;Visitante;0;0;0;0;1;15/08/2021;2021/2022
Villarreal;Local;0;0;0;0;x;16/08/2021;2021/2022
Granada;Visitante;0;0;0;0;x;16/08/2021;2021/2022
Elche;Local;0;0;0;0;x;16/08/2021;2021/2022
Athletic;Visitante;0;0;0;0;x;16/08/2021;2021/2022
Betis;Local;1;1;0;0;x;20/08/2021;2021/2022
Cádiz;Visitante;0;0;1;1;x;20/08/2021;2021/2022
Alavés;Local;0;1;0;0;2;21/08/2021;2021/2022
Mallorca;Visitante;0;0;1;0;2;21/08/2021;2021/2022
Espanyol;Local;0;0;0;0;x;21/08/2021;2021/2022
Villarreal;Visitante;0;0;0;0;x;21/08/2021;2021/2022
Granada;Local;1;1;0;0;x;21/08/2021;2021/2022
Valencia;Visitante;0;0;1;0;x;21/08/2021;2021/2022
Athletic;Local;1;1;0;0;x;21/08/2021;2021/2022
Barcelona;Visitante;0;0;1;1;x;21/08/2021;2021/2022
R. Sociedad;Local;1;1;0;0;1;22/08/2021;2021/2022
Rayo;Visitante;0;0;0;0;1;22/08/2021;2021/2022
Atlético;Local;1;1;0;0;1;22/08/2021;2021/2022
Elche;Visitante;0;0;0;0;1;22/08/2021;2021/2022
Levante;Local;3;3;0;0;x;22/08/2021;2021/2022
Real Madrid;Visitante;0;0;3;0;x;22/08/2021;2021/2022
Getafe;Local;0;0;0;0;2;23/08/2021;2021/2022
Sevilla;Visitante;0;0;1;0;2;23/08/2021;2021/2022
Osasuna;Local;0;0;0;0;x;23/08/2021;2021/2022
Celta;Visitante;0;0;0;0;x;23/08/2021;2021/2022
Mallorca;Local;1;2;0;0;1;27/08/2021;2021/2022
Espanyol;Visitante;0;0;0;0;1;27/08/2021;2021/2022
Valencia;Local;3;4;0;0;1;27/08/2021;2021/2022
Alavés;Visitante;0;0;0;0;1;27/08/2021;2021/2022
Celta;Local;0;1;0;0;2;28/08/2021;2021/2022
Athletic;Visitante;0;0;1;1;2;28/08/2021;2021/2022
Elche;Local;1;1;0;0;x;28/08/2021;2021/2022
Sevilla;Visitante;0;0;1;0;x;28/08/2021;2021/2022
R. Sociedad;Local;1;2;0;0;1;28/08/2021;2021/2022
Levante;Visitante;0;0;0;0;1;28/08/2021;2021/2022
Betis;Local;0;1;0;0;2;28/08/2021;2021/2022
Real Madrid;Visitante;0;0;1;0;2;28/08/2021;2021/2022
Barcelona;Local;2;6;0;0;1;29/08/2021;2021/2022
Getafe;Visitante;0;0;1;1;1;29/08/2021;2021/2022
Cádiz;Local;2;3;0;0;2;29/08/2021;2021/2022
Osasuna;Visitante;0;0;3;0;2;29/08/2021;2021/2022
Rayo;Local;4;4;0;0;1;29/08/2021;2021/2022
Granada;Visitante;0;0;0;0;1;29/08/2021;2021/2022
Atlético;Local;2;3;0;0;x;29/08/2021;2021/2022
Villarreal;Visitante;0;0;2;0;x;29/08/2021;2021/2022
Levante;Local;1;4;0;0;x;11/09/2021;2021/2022
Rayo;Visitante;0;0;1;0;x;11/09/2021;2021/2022
Athletic;Local;2;3;0;0;1;11/09/2021;2021/2022
Mallorca;Visitante;0;0;0;0;1;11/09/2021;2021/2022
Espanyol;Local;1;1;0;0;2;12/09/2021;2021/2022
Atlético;Visitante;0;0;2;4;2;12/09/2021;2021/2022
Osasuna;Local;1;1;0;0;2;12/09/2021;2021/2022
Valencia;Visitante;0;0;4;0;2;12/09/2021;2021/2022
Cádiz;Local;0;3;0;0;2;12/09/2021;2021/2022
R. Sociedad;Visitante;0;0;2;0;2;12/09/2021;2021/2022
Real Madrid;Local;5;5;0;0;1;12/09/2021;2021/2022
Celta;Visitante;0;0;2;2;1;12/09/2021;2021/2022
Getafe;Local;0;0;0;0;2;13/09/2021;2021/2022
Elche;Visitante;0;0;1;1;2;13/09/2021;2021/2022
Granada;Local;1;2;0;0;2;13/09/2021;2021/2022
Betis;Visitante;0;0;2;3;2;13/09/2021;2021/2022
Villarreal;Local;5;5;0;0;1;21/12/2021;2021/2022
Alavés;Visitante;0;0;2;2;1;21/12/2021;2021/2022
Sevilla;Local;1;4;0;0;x;21/12/2021;2021/2022
Barcelona;Visitante;0;0;1;2;x;21/12/2021;2021/2022
Celta;Local;1;2;0;0;2;17/09/2021;2021/2022
Cádiz;Visitante;0;0;2;3;2;17/09/2021;2021/2022
Rayo;Local;3;7;0;0;1;18/09/2021;2021/2022
Getafe;Visitante;0;0;0;1;1;18/09/2021;2021/2022
Atlético;Local;0;3;0;0;x;18/09/2021;2021/2022
Athletic;Visitante;0;0;0;1;x;18/09/2021;2021/2022
Elche;Local;1;2;0;0;x;18/09/2021;2021/2022
Levante;Visitante;0;0;1;1;x;18/09/2021;2021/2022
Alavés;Local;0;1;0;0;2;18/09/2021;2021/2022
Osasuna;Visitante;0;0;2;0;2;18/09/2021;2021/2022
Mallorca;Local;0;2;0;0;x;19/09/2021;2021/2022
Villarreal;Visitante;0;0;0;0;x;19/09/2021;2021/2022
R. Sociedad;Local;0;2;0;0;x;19/09/2021;2021/2022
Sevilla;Visitante;0;0;0;0;x;19/09/2021;2021/2022
Betis;Local;2;3;0;0;x;19/09/2021;2021/2022
Espanyol;Visitante;0;0;2;2;x;19/09/2021;2021/2022
Valencia;Local;1;5;0;0;2;19/09/2021;2021/2022
Real Madrid;Visitante;0;0;2;0;2;19/09/2021;2021/2022
Barcelona;Local;1;7;0;0;x;20/09/2021;2021/2022
Granada;Visitante;0;0;1;1;x;20/09/2021;2021/2022
Getafe;Local;1;1;0;0;2;21/09/2021;2021/2022
Atlético;Visitante;0;0;2;6;2;21/09/2021;2021/2022
Athletic;Local;1;4;0;0;2;21/09/2021;2021/2022
Rayo;Visitante;0;0;2;0;2;21/09/2021;2021/2022
Levante;Local;0;4;0;0;2;21/09/2021;2021/2022
Celta;Visitante;0;0;2;4;2;21/09/2021;2021/2022
Espanyol;Local;1;2;0;0;1;22/09/2021;2021/2022
Alavés;Visitante;0;0;0;2;1;22/09/2021;2021/2022
Sevilla;Local;3;7;0;0;1;22/09/2021;2021/2022
Valencia;Visitante;0;0;1;0;1;22/09/2021;2021/2022
Real Madrid;Local;6;11;0;0;1;22/09/2021;2021/2022
Mallorca;Visitante;0;0;1;1;1;22/09/2021;2021/2022
Villarreal;Local;4;9;0;0;1;22/09/2021;2021/2022
Elche;Visitante;0;0;1;2;1;22/09/2021;2021/2022
Granada;Local;2;4;0;0;2;23/09/2021;2021/2022
R. Sociedad;Visitante;0;0;3;0;2;23/09/2021;2021/2022
Osasuna;Local;1;2;0;0;2;23/09/2021;2021/2022
Betis;Visitante;0;0;3;6;2;23/09/2021;2021/2022
Cádiz;Local;0;3;0;0;x;23/09/2021;2021/2022
Barcelona;Visitante;0;0;0;2;x;23/09/2021;2021/2022
Alavés;Local;1;2;0;0;1;25/09/2021;2021/2022
Atlético;Visitante;0;0;0;6;1;25/09/2021;2021/2022
Valencia;Local;1;6;0;0;x;25/09/2021;2021/2022
Athletic;Visitante;0;0;1;2;x;25/09/2021;2021/2022
Sevilla;Local;2;9;0;0;1;25/09/2021;2021/2022
Espanyol;Visitante;0;0;0;2;1;25/09/2021;2021/2022
Real Madrid;Local;0;11;0;0;x;25/09/2021;2021/2022
Villarreal;Visitante;0;0;0;0;x;25/09/2021;2021/2022
Mallorca;Local;2;4;0;0;2;26/09/2021;2021/2022
Osasuna;Visitante;0;0;3;3;2;26/09/2021;2021/2022
Barcelona;Local;3;10;0;0;1;26/09/2021;2021/2022
Levante;Visitante;0;0;0;1;1;26/09/2021;2021/2022
Rayo;Local;3;10;0;0;1;26/09/2021;2021/2022
Cádiz;Visitante;0;0;1;4;1;26/09/2021;2021/2022
R. Sociedad;Local;1;3;0;0;1;26/09/2021;2021/2022
Elche;Visitante;0;0;0;2;1;26/09/2021;2021/2022
Betis;Local;2;5;0;0;1;26/09/2021;2021/2022
Getafe;Visitante;0;0;0;1;1;26/09/2021;2021/2022
Celta;Local;1;3;0;0;1;27/09/2021;2021/2022
Granada;Visitante;0;0;0;1;1;27/09/2021;2021/2022
Athletic;Local;1;5;0;0;1;01/10/2021;2021/2022
Alavés;Visitante;0;0;0;2;1;01/10/2021;2021/2022
Osasuna;Local;1;3;0;0;1;02/10/2021;2021/2022
Rayo;Visitante;0;0;0;0;1;02/10/2021;2021/2022
Mallorca;Local;1;5;0;0;1;02/10/2021;2021/2022
Levante;Visitante;0;0;0;1;1;02/10/2021;2021/2022
Cádiz;Local;0;3;0;0;x;02/10/2021;2021/2022
Valencia;Visitante;0;0;0;0;x;02/10/2021;2021/2022
Atlético;Local;2;5;0;0;1;02/10/2021;2021/2022
Barcelona;Visitante;0;0;0;2;1;02/10/2021;2021/2022
Elche;Local;1;3;0;0;1;03/10/2021;2021/2022
Celta;Visitante;0;0;0;4;1;03/10/2021;2021/2022
Espanyol;Local;2;4;0;0;1;03/10/2021;2021/2022
Real Madrid;Visitante;0;0;1;0;1;03/10/2021;2021/2022
Getafe;Local;1;2;0;0;x;03/10/2021;2021/2022
R. Sociedad;Visitante;0;0;1;1;x;03/10/2021;2021/2022
Villarreal;Local;2;11;0;0;1;03/10/2021;2021/2022
Betis;Visitante;0;0;0;6;1;03/10/2021;2021/2022
Granada;Local;1;5;0;0;1;03/10/2021;2021/2022
Sevilla;Visitante;0;0;0;0;1;03/10/2021;2021/2022
Levante;Local;0;4;0;0;x;16/10/2021;2021/2022
Getafe;Visitante;0;0;0;1;x;16/10/2021;2021/2022
R. Sociedad;Local;1;4;0;0;1;16/10/2021;2021/2022
Mallorca;Visitante;0;0;0;1;1;16/10/2021;2021/2022
Rayo;Local;2;12;0;0;1;17/10/2021;2021/2022
Elche;Visitante;0;0;1;3;1;17/10/2021;2021/2022
Celta;Local;0;3;0;0;2;17/10/2021;2021/2022
Sevilla;Visitante;0;0;1;0;2;17/10/2021;2021/2022
Villarreal;Local;1;12;0;0;2;17/10/2021;2021/2022
Osasuna;Visitante;0;0;2;5;2;17/10/2021;2021/2022
Barcelona;Local;3;13;0;0;1;17/10/2021;2021/2022
Valencia;Visitante;0;0;1;0;1;17/10/2021;2021/2022
Alavés;Local;0;2;0;0;2;18/10/2021;2021/2022
Betis;Visitante;0;0;1;7;2;18/10/2021;2021/2022
Espanyol;Local;2;6;0;0;1;18/10/2021;2021/2022
Cádiz;Visitante;0;0;0;4;1;18/10/2021;2021/2022
Real Madrid;Local;1;12;0;0;1;01/12/2021;2021/2022
Athletic;Visitante;0;0;0;2;1;01/12/2021;2021/2022
Granada;Local;2;7;0;0;1;22/12/2021;2021/2022
Atlético;Visitante;0;0;1;7;1;22/12/2021;2021/2022
Osasuna;Local;1;4;0;0;x;22/10/2021;2021/2022
Granada;Visitante;0;0;1;2;x;22/10/2021;2021/2022
Valencia;Local;2;8;0;0;x;23/10/2021;2021/2022
Mallorca;Visitante;0;0;2;3;x;23/10/2021;2021/2022
Cádiz;Local;0;3;0;0;2;23/10/2021;2021/2022
Alavés;Visitante;0;0;2;4;2;23/10/2021;2021/2022
Elche;Local;2;5;0;0;x;23/10/2021;2021/2022
Espanyol;Visitante;0;0;2;4;x;23/10/2021;2021/2022
Athletic;Local;2;7;0;0;1;23/10/2021;2021/2022
Villarreal;Visitante;0;0;1;0;1;23/10/2021;2021/2022
Sevilla;Local;5;14;0;0;1;24/10/2021;2021/2022
Levante;Visitante;0;0;3;4;1;24/10/2021;2021/2022
Barcelona;Local;1;14;0;0;2;24/10/2021;2021/2022
Real Madrid;Visitante;0;0;2;0;2;24/10/2021;2021/2022
Betis;Local;3;8;0;0;1;24/10/2021;2021/2022
Rayo;Visitante;0;0;2;2;1;24/10/2021;2021/2022
